frame,system,rom_label,pc,ram_0000_t49,ram_0000_t41,ram_0000_t42,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,cur_save_slot,rendering_flag,ram_004D,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_041F,ram_0421,ram_0423,spr_index_1,spr_index_2,ram_042D,ram_042E,ram_00E7,ram_map_location,ram_next_map_location,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7,trace_last,trace_seq,PPU_REQ_INDEX,PPU_REQ_PTR,PPU_REQ_RES,SEQ_EVT_COUNT,PPU_EVT_COUNT,reg_d0,reg_d1,reg_d2,reg_d3,reg_d4,reg_d5,reg_d6,reg_d7,reg_a0,reg_a1,reg_a2,reg_a3,reg_a4,reg_a5,reg_a6,reg_a7,reg_sr
49,genesis,zelda_v300,000738,00,00,03,FF,01,01,00,00,00,00,00,01,00,00,00,00,00,00,00,00,00,FF,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0202,0089,0000,0302,00000000,0000,0000,00000280,00000000,0000003A,00003674,00008100,00000000,00000000,0000FFFF,00FF003B,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDB2,2600
50,genesis,zelda_v300,00717A,1A,1A,81,65,06,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF009B,C0000006,00000081,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2608
51,genesis,zelda_v300,000B06,CE,CE,81,B1,05,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF0150,C0000100,000081CE,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA2,2600
52,genesis,zelda_v300,0008F2,83,83,82,FC,04,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF0204,C0000200,00008283,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD86,2609
53,genesis,zelda_v300,0071BE,38,38,83,47,04,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF02B9,C0000447,00000447,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2600
54,genesis,zelda_v300,0008FA,EC,EC,83,93,03,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF036D,C0000300,000083EC,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2600
55,genesis,zelda_v300,0008C4,A1,A1,84,DE,02,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF0422,C0000002,000084A1,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2600
56,genesis,zelda_v300,0071A4,56,56,85,2A,02,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000424,00000001,00000000,00FF04D7,C0000085,00008556,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2608
57,genesis,zelda_v300,0008F6,0A,0A,86,75,01,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF058B,C000058B,0000860A,00000000,0000FFFF,00FFC000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD86,2604
58,genesis,zelda_v300,007182,BF,BF,86,C0,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF0640,C0000000,000086BF,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2608
59,genesis,zelda_v300,0008FE,73,73,87,0C,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,009E,0000,0302,00000000,0000,0000,00000400,00000001,00000000,00FF06F5,C0000600,00008773,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2600
60,genesis,zelda_v300,0071AC,27,27,88,59,06,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF00B8,C0000088,00000006,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2600
61,genesis,zelda_v300,0008FA,DB,DB,88,A4,05,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF016C,C0000100,000088DB,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2604
62,genesis,zelda_v300,007182,90,90,89,EF,04,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF0221,C0000004,00008990,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2608
63,genesis,zelda_v300,007192,44,44,8A,3B,04,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF02D6,C0000200,00008A44,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2600
64,genesis,zelda_v300,0008F2,F9,F9,8A,86,03,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF038A,C0000300,00008AF9,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD86,2609
65,genesis,zelda_v300,0071C6,AE,AE,8B,D1,02,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF043F,C0000002,000002D1,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2610
66,genesis,zelda_v300,000AEE,62,62,8C,1D,02,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF04F3,C0000400,00008C62,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA2,2600
67,genesis,zelda_v300,0008D4,17,17,8D,68,01,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF05A8,C0000500,00008D17,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDA6,2609
68,genesis,zelda_v300,0071AE,CC,CC,8D,B4,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A0,0000,0302,00000000,0000,0000,00000400,00000003,00000000,00FF065D,C000008D,00000000,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2604
69,genesis,zelda_v300,00716E,7F,7F,8E,E0,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A2,0000,0302,00000000,0000,0000,00000403,00000005,00000000,00FF201F,C0002000,00000000,00000000,0000FFFF,000070D4,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2600
70,genesis,zelda_v300,00717C,0F,0F,8F,50,00,01,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,FF,00,00,00,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00A2,0000,0302,00000000,0000,0000,00000400,00000005,00000000,00FF20AF,C0000000,00008F00,00000000,0000FFFF,00FF0000,00000302,00000000,00000000,00000000,00000000,00000000,00FFFDAA,2608
71,genesis,zelda_v300,000E16,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,0000,0302,00000000,0000,0000,00000002,40800001,00000000,00FF0002,0000003B,00000000,00002000,0000001B,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2600
72,genesis,zelda_v300,000DE8,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,0000,0302,00000000,0000,0000,0000C402,44000008,00000024,00FF0000,00000102,00000000,00000002,00000002,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2600
73,genesis,zelda_v300,000B26,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,0000,0302,00000000,0000,0000,0000C712,4700000E,00000024,00FFC712,000001CA,00000000,00000015,0000000F,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD82,2600
74,genesis,zelda_v300,000DBC,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,0000,0302,00000000,0000,0000,0000CA20,4A000014,00000024,00FFCA20,00000291,00000000,00000291,00000009,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2610
75,genesis,zelda_v300,000E1E,00,00,03,FF,01,01,00,00,00,00,00,03,00,00,00,00,00,00,00,00,A5,00,FF,00,00,1E,80,00,00,00,00,00,00,00,02,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0421,00B7,0000,0302,00000000,0000,0000,00000000,4D00001A,00000024,00FF0000,00000358,00000000,00004024,00000018,00FF8200,00000302,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2604
76,genesis,zelda_v300,0008E8,20,20,24,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,80,00,00,00,00,00,00,00,00,00,00,00,00,3F,00,FF,00,20,36,0F,00,10,36,0403,00D1,0000,0302,00000000,0000,0000,00000424,00000004,000000C9,00002037,00002000,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF4,2000
77,genesis,zelda_v300,0008D6,20,20,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F0,0000,0302,00000000,0004,0000,00000424,00000404,00000461,0000209F,C0002000,00008F80,00000000,0000FFFF,00FF0200,000080C8,00000000,00000000,00000000,00000000,00000000,00FFFD96,2600
78,genesis,zelda_v300,0008E0,20,20,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F0,0000,0302,00000000,0004,0000,00000424,00000403,00000484,0000217C,C0002100,00008F80,00000000,0000FFFF,00FF0200,000080C8,00000000,00000000,00000000,00000000,00000000,00FFFD72,2609
79,genesis,zelda_v300,0008E8,20,20,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F0,0000,0302,00000000,0004,0000,00000424,00000402,0000049B,00002265,C0002200,00008F80,00000000,0000FFFF,00FF0200,000080C8,00000000,00000000,00000000,00000000,00000000,00FFFD96,2604
80,genesis,zelda_v300,0008DA,20,20,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F0,0000,0302,00000000,0004,0000,00000424,00000401,000004B1,0000234F,C0002300,00008F80,00000000,0000FFFF,00FF0200,000080C8,00000000,00000000,00000000,00000000,00000000,00FFFD96,2609
81,genesis,zelda_v300,0008D0,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,0000,0302,00000000,0004,0000,00000424,00000404,000004CA,00002836,C0002800,00008F80,00000000,0000FFFF,00FF0200,000080C8,00000000,00000000,00000000,00000000,00000000,00FFFD9A,2609
82,genesis,zelda_v300,000BC2,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,0000,0302,00000000,0004,0000,00000424,00000403,000004E1,0000291F,C000011F,00008F80,00000000,0000FFFF,00FF8200,000080C8,00000000,00000000,00000000,00000000,00000000,00FFFD72,2604
83,genesis,zelda_v300,0008BE,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,0000,0302,00000000,0004,0000,00000424,00000402,000004F7,00002A09,C0002A00,00008F80,00000000,0000FFFF,00FF0200,000080C8,00000000,00000000,00000000,00000000,00000000,00FFFD9A,2600
84,genesis,zelda_v300,000B80,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,0000,0302,00000000,0004,0000,00000424,00000402,0000040E,00002AF2,C00002F2,00008F80,00000000,0000FFFF,00FF0200,000080C8,00000000,00000000,00000000,00000000,00000000,00FFFD6E,2600
85,genesis,zelda_v300,0008EC,28,28,24,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,00,20,36,0F,00,10,36,0403,00F2,0000,0302,00000000,0004,0000,00000424,00000401,00000425,00002BDC,C0002B00,00008F80,00000000,0000FFFF,00FF0200,000080C8,00000000,00000000,00000000,00000000,00000000,00FFFD9A,2600
86,genesis,zelda_v300,000B72,00,00,03,FF,01,01,00,00,00,00,00,02,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,02,00,00,00,00,00,01,20,4F,00,00,01,1E,3C,50,F8,1F,00,00,10,80,01,23,23,FF,00,20,36,0F,00,10,36,0203,0115,0000,0302,00000000,0008,0000,00000424,00000004,0000003D,000020C3,000000C3,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDC8,2000
87,genesis,zelda_v300,0008C4,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0203,012C,0000,0302,00000000,0008,0000,00000424,00000003,00000045,000003FB,00000300,00000000,00000000,0000FFFF,00FF0200,00FF0007,00000000,00000000,00000000,00000000,00000000,00FFFDF4,2000
88,genesis,zelda_v300,000736,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0139,0010,A869,000179BD,0008,0000,000004B0,00000000,00000024,00000034,00012400,0000A869,00000000,0000FFFF,00017306,00017A9C,00000000,00000000,00000000,00000000,00000000,00FFFD82,2600
89,genesis,zelda_v300,0008D6,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0143,0010,A869,000179BD,0008,0000,00000424,0000002C,000000D7,0000D72C,0001D700,0000A869,00000000,0000FFFF,00017306,00017BB8,00000000,00000000,00000000,00000000,00000000,00FFFD82,2608
90,genesis,zelda_v300,000B82,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,014B,0010,A869,000179BD,0008,0000,00000424,00000018,00000024,00002438,00012400,0000A869,00000000,0000FFFF,00017306,00017CA8,00000000,00000000,00000000,00000000,00000000,00FFFD5A,2609
91,genesis,zelda_v300,000AE8,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0159,0010,A869,000179BD,0008,0000,00000400,0000001F,00000000,00000015,00010000,0000A869,00000000,0000FFFF,00017306,00017E22,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2604
92,genesis,zelda_v300,000C00,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0167,0010,A869,000179BD,0008,0000,000004FF,0000001B,00000004,00000428,00010400,0000A869,00000000,0000FFFF,00017306,00017FA7,00000000,00000000,00000000,00000000,00000000,00FFFD5E,2609
93,genesis,zelda_v300,000B8E,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0171,0010,A869,000179BD,0008,0000,0000040D,00000028,00000024,000025A4,000101A4,0000A869,00000000,0000FFFF,00FF8200,000180AD,00000000,00000000,00000000,00000000,00000000,00FFFD5A,2609
94,genesis,zelda_v300,000AE8,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0179,0010,A869,000179BD,0008,0000,000004E2,0000001C,00000024,0000243C,00012400,0000A869,00000000,0000FFFF,00017306,00018195,00000000,00000000,00000000,00000000,00000000,00FFFD7E,2600
95,genesis,zelda_v300,0008CE,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0181,0010,A869,000179BD,0008,0000,0000041F,00000011,00000024,00002447,00012400,0000A869,00000000,0000FFFF,00017306,0001827C,00000000,00000000,00000000,00000000,00000000,00FFFD82,2609
96,genesis,zelda_v300,000B84,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,018B,0010,A869,000179BD,0008,0000,00000424,0000002F,00000024,000024C4,000100C4,0000A869,00000000,0000FFFF,00017306,00018371,00000000,00000000,00000000,00000000,00000000,00FFFD5A,2600
97,genesis,zelda_v300,0008D6,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,0195,0010,A869,000179BD,0008,0000,00000436,0000002F,00000020,00002014,00012000,0000A869,00000000,0000FFFF,00017306,00018484,00000000,00000000,00000000,00000000,00000000,00FFFD82,2600
98,genesis,zelda_v300,0008FA,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,019F,0010,A869,000179BD,0008,0000,00000406,0000002D,00000006,00000674,00010600,0000A869,00000000,0000FFFF,00017306,00018599,00000000,00000000,00000000,00000000,00000000,00FFFD82,2600
99,genesis,zelda_v300,0008C4,00,00,03,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,00,20,36,0F,00,10,36,0403,01AD,0010,A869,000179BD,0008,0000,00000414,00000020,000000C0,0000C280,0001C200,0000A869,00000000,0000FFFF,00017306,00018727,00000000,00000000,00000000,00000000,00000000,00FFFD82,2608
