frame,system,rom_label,pc,ram_0000_t49,ram_0002_t17,ram_0003_t18,ram_0004_t18,game_mode,screen_ready,ram_script,ram_subscript,ppu_load_index,ram_frm_cnt,cur_save_slot,rendering_flag,ram_004D,ram_next_script,ram_005C,se_ptr_lo,se_ptr_hi,ram_006C_se,ram_00F6,btn_press,btn_hold,scroll_y,scroll_x,ram_for_2001,ram_for_2000,ram_0415,ram_041A,ram_041F,ram_0421,ram_0423,spr_index_1,spr_index_2,ram_042D,ram_042E,ram_0528,ram_05F1,ram_05F4,ram_05F5,ram_music,ram_music_busy,ram_060A,ram_060B,ram_060C,ram_060D,ram_0611,ram_0612,ram_0613,ram_0616,ram_0617,ram_0619,ram_061B,ppu_buf_status,ppu_buf_index,ppu_buf_0,ppu_buf_1,ppu_buf_2,ppu_buf_3,ppu_buf_4,ppu_buf_5,ppu_buf_6,ppu_buf_7,trace_last,trace_seq,PPU_REQ_INDEX,PPU_REQ_PTR,PPU_REQ_RES,SEQ_EVT_COUNT,PPU_EVT_COUNT
77,genesis,zelda_v251,0008D6,20,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,00F0,0000,0302,00000000,0004,0000
78,genesis,zelda_v251,0008E0,20,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,00F0,0000,0302,00000000,0004,0000
79,genesis,zelda_v251,0008E8,20,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,00F0,0000,0302,00000000,0004,0000
80,genesis,zelda_v251,0008DA,20,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,00F0,0000,0302,00000000,0004,0000
81,genesis,zelda_v251,0008D0,28,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,00F2,0000,0302,00000000,0004,0000
82,genesis,zelda_v251,000BC2,28,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,00F2,0000,0302,00000000,0004,0000
83,genesis,zelda_v251,0008BE,28,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,00F2,0000,0302,00000000,0004,0000
84,genesis,zelda_v251,000B80,28,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,00F2,0000,0302,00000000,0004,0000
85,genesis,zelda_v251,0008EC,28,00,01,01,00,00,00,00,00,01,00,00,00,00,00,0F,8F,01,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,80,10,CE,F8,80,01,17,F8,CF,00,1F,00,00,66,01,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,00F2,0000,0302,00000000,0004,0000
86,genesis,zelda_v251,000B72,00,FF,01,01,00,00,00,00,00,02,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,02,00,00,01,20,4F,00,00,01,1E,3C,50,F8,1F,00,00,10,80,01,23,23,FF,3C,00,23,13,C1,00,FF,0203,0115,0000,0302,00000000,0008,0000
87,genesis,zelda_v251,0008C4,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0203,012C,0000,0302,00000000,0008,0000
88,genesis,zelda_v251,000736,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,0139,0010,A869,00017625,0008,0000
89,genesis,zelda_v251,0008D6,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,0143,0010,A869,00017625,0008,0000
90,genesis,zelda_v251,000B82,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,014B,0010,A869,00017625,0008,0000
91,genesis,zelda_v251,000AE8,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,0159,0010,A869,00017625,0008,0000
92,genesis,zelda_v251,000C00,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,0167,0010,A869,00017625,0008,0000
93,genesis,zelda_v251,000B8E,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,0171,0010,A869,00017625,0008,0000
94,genesis,zelda_v251,000AE8,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,0179,0010,A869,00017625,0008,0000
95,genesis,zelda_v251,0008CE,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,0181,0010,A869,00017625,0008,0000
96,genesis,zelda_v251,000B84,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,018B,0010,A869,00017625,0008,0000
97,genesis,zelda_v251,0008D6,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,0195,0010,A869,00017625,0008,0000
98,genesis,zelda_v251,0008FA,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B0,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,019F,0010,A869,00017625,0008,0000
99,genesis,zelda_v251,0008C4,00,FF,01,01,00,01,00,00,10,03,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,00,B4,00,00,00,00,00,00,00,00,00,00,01,20,4F,80,00,01,1E,3C,50,F8,1F,00,00,10,80,01,3F,00,FF,3C,00,23,13,C1,00,FF,0403,01AD,0010,A869,00017625,0008,0000
100,genesis,zelda_v251,000DD8,02,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,80,20,23,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,20,00,FF,0403,01D3,0000,0302,00000000,000C,0000
101,genesis,zelda_v251,000DF8,02,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,80,20,23,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,20,00,FF,0403,01D3,0000,0302,00000000,000C,0000
102,genesis,zelda_v251,000DBA,02,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,80,20,23,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,20,00,FF,0403,01D3,0000,0302,00000000,000C,0000
103,genesis,zelda_v251,000DCA,02,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,80,20,23,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,20,00,FF,0403,01D3,0000,0302,00000000,000C,0000
104,genesis,zelda_v251,000E2E,02,00,01,01,00,01,00,00,00,04,00,00,00,00,00,DC,94,1B,A5,00,FF,00,00,1E,B0,00,00,01,C8,C0,00,00,00,00,00,80,20,23,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,20,00,FF,0403,01D3,0000,0302,00000000,000C,0000
105,genesis,zelda_v251,00544E,02,FF,01,01,00,01,00,00,00,05,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B0,00,01,01,B2,C0,00,00,00,00,00,01,20,4F,B2,B2,01,1E,3C,4F,B2,1F,10,00,01,80,01,3F,00,FF,3C,00,23,13,20,00,FF,048E,01EE,0000,0302,00000000,000F,0000
106,genesis,zelda_v251,001250,10,00,01,01,00,01,00,00,00,07,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B0,00,02,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,20,00,FF,0203,020F,0000,0302,00000000,0010,0000
107,genesis,zelda_v251,0008FA,10,00,01,01,00,01,00,00,00,08,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B0,00,02,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,20,00,FF,0203,022B,0000,0302,00000000,0014,0000
108,genesis,zelda_v251,0008F2,10,00,01,01,00,01,00,00,00,09,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B0,00,03,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,20,00,FF,0403,0241,0000,0302,00000000,0014,0000
109,genesis,zelda_v251,000DF6,28,00,01,01,00,01,00,00,00,0A,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B0,00,03,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,7C,00,FF,0403,025F,0000,0302,00000000,0018,0000
110,genesis,zelda_v251,000B06,10,00,01,01,00,01,00,00,00,0B,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,04,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,7C,00,FF,0203,0283,0000,0302,00000000,0018,0018
111,genesis,zelda_v251,0008F2,10,00,01,01,00,01,00,00,00,0C,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,04,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,7C,00,FF,0203,029F,0000,0302,00000000,001C,0018
112,genesis,zelda_v251,0008F2,10,00,01,01,00,01,00,00,00,0D,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,05,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,7C,00,FF,0203,02B3,0000,0302,00000000,001C,0018
113,genesis,zelda_v251,000AEE,10,00,01,01,00,01,00,00,00,0E,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,05,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,7C,00,FF,0203,02CF,0000,0302,00000000,0020,0018
114,genesis,zelda_v251,0008FA,10,00,01,01,00,01,00,00,00,0F,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,06,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,7C,00,FF,0203,02E3,0000,0302,00000000,0020,0018
115,genesis,zelda_v251,0008F2,10,00,01,01,00,01,00,00,00,10,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,06,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,00,00,FF,0403,0301,0000,0302,00000000,0024,0018
116,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,11,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,07,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,00,00,FF,0203,0315,0000,0302,00000000,0024,0018
117,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,12,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,07,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,00,00,FF,0203,0331,0000,0302,00000000,0028,0018
118,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,13,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,08,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,00,00,FF,0203,0345,0000,0302,00000000,0028,0018
119,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,14,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,08,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,00,00,FF,0203,0361,0000,0302,00000000,002C,0018
120,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,15,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,09,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,00,00,FF,0203,0375,0000,0302,00000000,002C,0018
121,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,16,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,09,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,FF,00,FF,0203,0391,0000,0302,00000000,0030,0018
122,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,17,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0A,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,FF,00,FF,0203,03A5,0000,0302,00000000,0030,0018
123,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,18,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0A,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,FF,00,FF,0203,03C1,0000,0302,00000000,0034,0018
124,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,19,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0B,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,FF,00,FF,0203,03D5,0000,0302,00000000,0034,0018
125,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,1A,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0B,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,FF,00,FF,0203,03F1,0000,0302,00000000,0038,0018
126,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,1B,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0C,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,FF,00,FF,0203,0405,0000,0302,00000000,0038,0018
127,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,1C,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0C,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,03,00,FF,0203,0421,0000,0302,00000000,003C,0018
128,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,1D,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0D,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,03,00,FF,0203,0435,0000,0302,00000000,003C,0018
129,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,1E,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0D,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,03,00,FF,0203,0451,0000,0302,00000000,0040,0018
130,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,1F,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0E,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,03,00,FF,0203,0465,0000,0302,00000000,0040,0018
131,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,20,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0E,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,03,00,FF,0203,0481,0000,0302,00000000,0044,0018
132,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,21,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0F,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,03,00,FF,0203,0495,0000,0302,00000000,0044,0018
133,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,22,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,0F,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,02,00,FF,0203,04B1,0000,0302,00000000,0048,0018
134,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,23,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,10,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,02,00,FF,0203,04C5,0000,0302,00000000,0048,0018
135,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,24,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,10,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,02,00,FF,0203,04E1,0000,0302,00000000,004C,0018
136,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,25,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,11,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,02,00,FF,0203,04F5,0000,0302,00000000,004C,0018
137,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,26,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,11,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,02,00,FF,0203,0511,0000,0302,00000000,0050,0018
138,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,27,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,12,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,02,00,FF,0203,0525,0000,0302,00000000,0050,0018
139,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,28,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,12,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,11,00,FF,0203,0541,0000,0302,00000000,0054,0018
140,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,29,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,13,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,11,00,FF,0203,0555,0000,0302,00000000,0054,0018
141,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,2A,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,13,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,11,00,FF,0203,0571,0000,0302,00000000,0058,0018
142,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,2B,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,14,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,11,00,FF,0203,0585,0000,0302,00000000,0058,0018
143,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,2C,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,14,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,11,00,FF,0203,05A1,0000,0302,00000000,005C,0018
144,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,2D,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,15,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,11,00,FF,0203,05B5,0000,0302,00000000,005C,0018
145,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,2E,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,15,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,80,00,FF,0203,05D1,0000,0302,00000000,0060,0018
146,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,2F,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,16,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,80,00,FF,0203,05E5,0000,0302,00000000,0060,0018
147,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,30,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,16,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,80,00,FF,0203,0601,0000,0302,00000000,0064,0018
148,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,31,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,17,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,80,00,FF,0203,0615,0000,0302,00000000,0064,0018
149,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,32,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,17,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,80,00,FF,0203,0631,0000,0302,00000000,0068,0018
150,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,33,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,18,01,B2,C0,00,00,00,00,00,01,20,4F,B2,49,00,39,B2,20,0F,00,FF,00,00,49,39,3F,00,FF,3C,00,23,13,80,00,FF,0203,0645,0000,0302,00000000,0068,0018
151,genesis,zelda_v251,000F34,10,00,01,01,00,01,00,00,00,34,00,00,00,00,00,8B,94,1A,A5,00,FF,00,00,1E,B4,00,18,01,B2,C0,00,00,00,00,00,01,20,4F,00,05,11,80,B2,10,1C,00,0C,00,75,5E,4E,3F,00,FF,3C,00,23,13,80,00,FF,0203,0661,0000,0302,00000000,006C,0018
